Area_m2,YearBuilt,Furnished,Renovated,Location,PropertyType,HasBasement,ParkingSpaces,Bedrooms,Bathrooms,Condition,Price
70.9,1968.0,Yes,No,Periferia,Stan,No,1.0,3,1,Fair,94700
66.4,1950.0,Yes,No,Zemun,Kuca,Yes,2.0,1,1,Good,130100
104.0,1980.0,No,No,Vracar,Vila,No,0.0,2,1,Good,364200
81.6,,No,No,Centar,Stan,No,1.0,1,2,Excellent,240800
47.7,2007.0,No,No,Vracar,Studio,No,1.0,4,3,Fair,89500
62.9,2005.0,,No,Vracar,Vila,No,1.0,2,2,Good,228500
63.1,2002.0,Yes,No,Centar,Stan,Yes,0.0,3,1,Fair,144300
67.0,1992.0,Yes,Yes,Vracar,Stan,Yes,0.0,1,2,Good,175600
128.1,2023.0,Yes,No,Novi Beograd,Vila,No,2.0,1,2,Excellent,494100
74.3,1998.0,No,No,Zemun,Kuca,No,,3,3,Good,156700
20.0,2009.0,No,Yes,Zemun,Stan,Yes,1.0,4,2,Good,54100
51.4,1965.0,Yes,No,Centar,Stan,No,0.0,2,2,Excellent,153300
20.0,2022.0,Yes,Yes,Novi Beograd,Stan,No,0.0,2,2,Good,51800
56.8,2009.0,Yes,No,Zemun,Kuca,No,1.0,3,1,Good,131400
20.0,1996.0,Yes,No,Vracar,Kuca,Yes,2.0,3,2,Good,64900
43.2,1964.0,Yes,No,Periferia,Vila,No,1.0,3,2,Good,78300
27.0,2012.0,No,Yes,Zemun,Stan,Yes,2.0,1,2,Fair,54000
74.6,1977.0,No,No,Centar,Kuca,No,1.0,3,2,Excellent,262100
65.0,1969.0,Yes,Yes,Centar,Kuca,Yes,1.0,4,2,Good,198200
72.6,2012.0,Yes,No,Zemun,Stan,No,1.0,4,2,Poor,107100
62.4,1982.0,Yes,Yes,Centar,Stan,No,2.0,3,1,Good,175600
30.1,1985.0,Yes,No,Zemun,Vila,No,1.0,5,3,Good,86600
77.8,1962.0,Yes,Yes,Predgradje,Studio,No,1.0,1,2,Fair,68200
113.1,2011.0,No,Yes,Zemun,Stan,Yes,1.0,2,2,Good,216600
75.2,2017.0,Yes,Yes,Novi Beograd,Kuca,No,0.0,3,1,Excellent,245200
54.4,1972.0,No,No,Zemun,Stan,No,0.0,1,2,Excellent,113600
29.3,2021.0,,No,Vracar,Kuca,Yes,0.0,5,2,Excellent,114100
42.3,1962.0,No,Yes,Vracar,Kuca,No,1.0,2,2,Excellent,134000
76.3,1989.0,Yes,No,Predgradje,Kuca,No,0.0,2,3,,88800
91.8,1979.0,No,No,Novi Beograd,Vila,No,1.0,2,3,Good,305800
71.5,1974.0,No,Yes,Predgradje,Kuca,No,2.0,2,2,Excellent,127300
85.0,2022.0,Yes,No,Predgradje,Stan,Yes,1.0,3,1,Good,108100
82.7,1975.0,Yes,No,Centar,Studio,No,0.0,2,3,Good,173900
77.7,1973.0,No,Yes,Centar,Stan,No,2.0,2,3,Good,202300
48.5,1988.0,Yes,No,Centar,Stan,Yes,0.0,4,1,Good,132500
69.3,2010.0,Yes,No,Centar,Stan,No,1.0,1,1,Excellent,217000
43.8,1998.0,Yes,No,Centar,Stan,No,1.0,4,2,Good,116700
65.4,1990.0,Yes,Yes,Zemun,Studio,Yes,0.0,2,1,Good,110800
73.3,2019.0,Yes,No,Centar,Stan,No,0.0,2,1,Excellent,229900
107.0,1969.0,Yes,No,Novi Beograd,Studio,No,0.0,2,2,Good,189700
32.3,1993.0,No,No,Periferia,Kuca,No,0.0,3,3,Fair,45000
77.0,1965.0,Yes,Yes,Centar,Stan,Yes,0.0,3,1,Good,213400
102.0,1970.0,No,Yes,Periferia,Studio,No,3.0,5,3,Excellent,165000
84.0,1964.0,No,No,Novi Beograd,Stan,Yes,1.0,2,3,Good,178600
85.8,1988.0,Yes,No,Centar,Stan,No,2.0,3,3,Good,241500
79.7,1991.0,No,No,Zemun,Kuca,No,1.0,2,1,Good,160200
97.5,2010.0,No,No,Zemun,Stan,No,,5,1,Fair,170100
37.8,1953.0,No,Yes,Periferia,Stan,No,0.0,4,1,Excellent,73200
30.4,1973.0,No,No,Zemun,Kuca,No,,2,3,,67500
64.8,1952.0,No,Yes,Periferia,Kuca,No,1.0,2,2,Fair,83200
20.0,1950.0,Yes,No,Novi Beograd,Stan,No,2.0,2,1,Fair,43700
95.8,1962.0,,No,Centar,Vila,No,0.0,3,1,Excellent,430200
95.5,2003.0,Yes,No,Periferia,Kuca,No,1.0,4,1,Excellent,184500
54.2,1989.0,No,No,Periferia,Studio,No,0.0,5,3,Excellent,69000
55.7,1960.0,Yes,No,Predgradje,Stan,No,1.0,3,2,Excellent,85100
63.2,1991.0,No,No,Vracar,Kuca,No,1.0,3,2,Good,176100
66.3,1953.0,No,Yes,Novi Beograd,Studio,No,1.0,2,1,Good,128100
68.2,1974.0,,No,Periferia,Kuca,Yes,0.0,3,3,Good,119200
79.0,1985.0,No,Yes,Novi Beograd,Kuca,No,0.0,2,2,Poor,137400
60.7,2013.0,,No,Predgradje,Stan,No,1.0,3,3,Good,75300
88.6,1993.0,No,No,Periferia,Stan,No,3.0,1,1,Good,112800
76.1,1989.0,Yes,No,Vracar,Stan,No,1.0,1,2,Good,187800
49.8,1994.0,No,No,Periferia,Stan,Yes,1.0,3,1,Good,85500
98.4,1957.0,No,No,Periferia,Studio,Yes,1.0,4,1,Good,115600
31.0,1984.0,No,No,Centar,Stan,No,0.0,3,1,Fair,69300
62.7,1993.0,No,Yes,Predgradje,Vila,Yes,2.0,3,1,Fair,110900
89.2,1967.0,Yes,No,Vracar,Vila,Yes,0.0,4,1,Fair,291000
46.9,1996.0,Yes,No,Periferia,Stan,No,1.0,2,2,Fair,61500
72.7,1974.0,No,Yes,Novi Beograd,Stan,No,1.0,1,1,Excellent,196600
78.6,1990.0,No,No,Periferia,Studio,No,1.0,4,1,Fair,83700
43.5,,Yes,No,Novi Beograd,Vila,No,,4,1,,128800
63.2,,No,No,Centar,Stan,Yes,2.0,2,2,Good,161600
61.1,2011.0,No,No,Predgradje,Stan,No,0.0,2,1,Good,77200
51.2,2021.0,No,Yes,Centar,Kuca,Yes,1.0,4,2,Fair,145600
122.5,1952.0,No,No,Novi Beograd,Kuca,Yes,2.0,3,1,Good,310500
45.9,1986.0,Yes,Yes,Predgradje,Stan,No,1.0,1,1,Good,47900
90.1,1990.0,No,No,Predgradje,Kuca,Yes,0.0,1,2,Fair,99600
55.2,1969.0,No,No,Zemun,Stan,No,3.0,5,1,Fair,93000
37.8,2016.0,Yes,Yes,Zemun,Stan,No,0.0,1,2,Excellent,96100
67.6,1989.0,Yes,No,Vracar,Stan,Yes,2.0,2,3,Excellent,214400
81.2,1957.0,Yes,Yes,Novi Beograd,Stan,No,0.0,3,2,Good,173700
88.0,1954.0,No,Yes,Novi Beograd,Stan,No,1.0,2,1,Poor,136300
104.1,1974.0,Yes,No,Zemun,Stan,No,0.0,2,2,Good,196200
138.6,1988.0,Yes,No,Periferia,Stan,No,0.0,2,2,Good,184000
71.3,1986.0,Yes,Yes,Periferia,Stan,Yes,0.0,2,1,Fair,115500
48.4,1954.0,No,Yes,Periferia,Stan,No,0.0,4,1,Good,58400
76.3,1957.0,No,Yes,Centar,Vila,No,3.0,3,1,Good,302200
58.3,1953.0,No,Yes,Vracar,Stan,No,2.0,2,1,Fair,113800
88.1,1990.0,Yes,No,Centar,Stan,No,0.0,2,2,,216800
32.6,2009.0,No,No,Vracar,Kuca,No,0.0,1,2,Excellent,98700
124.2,2003.0,No,Yes,Vracar,Vila,Yes,,1,1,Fair,398400
86.4,1971.0,Yes,No,Periferia,Stan,No,1.0,3,1,Excellent,149600
22.9,1968.0,Yes,Yes,Novi Beograd,Kuca,No,2.0,1,1,Fair,58000
47.3,2017.0,No,No,Centar,Kuca,No,1.0,2,1,Excellent,179100
85.4,1982.0,No,Yes,Centar,Kuca,No,1.0,4,1,Fair,237400
94.4,1971.0,No,No,Periferia,Stan,No,1.0,2,1,Poor,86200
33.2,2014.0,Yes,No,Zemun,Kuca,Yes,1.0,2,1,Good,79900
82.8,1960.0,No,No,Centar,Stan,No,0.0,4,2,Good,216800
20.0,1965.0,No,No,Centar,Kuca,No,1.0,4,2,Excellent,64400
62.8,2017.0,No,Yes,Zemun,Kuca,Yes,0.0,4,3,Good,151500
92.8,1993.0,No,No,Centar,Stan,Yes,1.0,3,2,,213000
51.2,1958.0,No,Yes,Periferia,Studio,No,1.0,5,1,Good,57200
27.3,2021.0,No,Yes,Zemun,Stan,No,2.0,4,2,Good,64300
68.7,2011.0,Yes,Yes,Centar,Studio,No,0.0,2,1,Fair,133600
49.9,1964.0,No,Yes,Centar,Stan,Yes,1.0,3,2,Good,144700
80.7,1955.0,Yes,Yes,Predgradje,Stan,No,0.0,1,1,Good,64700
42.9,1950.0,No,No,Novi Beograd,Stan,No,1.0,3,1,Excellent,112300
45.7,1969.0,Yes,Yes,Novi Beograd,Vila,No,2.0,2,1,Excellent,190600
20.0,1985.0,No,No,Periferia,Stan,No,2.0,2,1,Fair,23800
69.2,1951.0,Yes,Yes,Predgradje,Stan,No,2.0,1,1,Good,63300
61.0,2019.0,No,No,Predgradje,Stan,No,3.0,2,1,Good,80300
35.3,,Yes,Yes,Periferia,Kuca,No,2.0,2,2,Good,58300
69.8,1952.0,Yes,No,Novi Beograd,Kuca,No,0.0,3,1,Good,166100
90.7,1956.0,No,No,Centar,Stan,No,0.0,2,1,Excellent,277600
59.6,2013.0,No,Yes,Periferia,Stan,No,1.0,3,2,Good,104600
71.7,1990.0,Yes,Yes,Zemun,Stan,No,3.0,3,1,Excellent,166700
71.8,2003.0,,Yes,Vracar,Stan,No,1.0,3,2,Excellent,209300
34.9,1990.0,Yes,Yes,Predgradje,Stan,No,0.0,2,2,Excellent,31100
116.4,1954.0,No,Yes,Centar,Kuca,No,2.0,4,3,Excellent,400500
53.2,2012.0,No,No,Vracar,Stan,No,1.0,3,1,Good,124400
81.4,1950.0,No,No,Centar,Stan,No,1.0,4,1,Fair,191600
84.2,1974.0,Yes,No,Vracar,Stan,No,,2,2,Good,206100
61.5,,Yes,Yes,Centar,Vila,No,2.0,2,1,Poor,195500
80.2,1964.0,No,No,Centar,Vila,Yes,2.0,1,1,Good,311200
71.1,2018.0,Yes,Yes,Centar,Studio,No,2.0,2,1,Good,168400
29.6,,No,No,Zemun,Stan,No,1.0,2,2,Good,52800
56.7,1970.0,Yes,Yes,Zemun,Stan,No,1.0,4,1,Excellent,136200
49.7,2002.0,No,Yes,Zemun,Stan,Yes,1.0,3,2,Excellent,120300
53.5,2004.0,No,No,Predgradje,Stan,No,2.0,2,1,Fair,60500
32.4,1959.0,Yes,No,Novi Beograd,Kuca,No,1.0,3,2,Good,85600
93.2,2006.0,No,No,Novi Beograd,Studio,No,,1,1,Good,172900
105.0,2014.0,No,No,Periferia,Studio,No,0.0,2,1,Good,118500
89.5,1986.0,Yes,No,Novi Beograd,Studio,Yes,1.0,3,1,,184300
96.8,1956.0,Yes,No,Predgradje,Stan,Yes,0.0,3,1,Good,117400
56.4,1989.0,No,No,Centar,Kuca,No,2.0,3,1,Good,158600
49.1,1999.0,Yes,Yes,Predgradje,Stan,No,0.0,2,1,Excellent,55700
45.5,,No,Yes,Centar,Stan,No,0.0,2,3,Excellent,134000
81.1,1969.0,Yes,No,Periferia,Kuca,No,0.0,4,2,Fair,109700
70.7,1980.0,Yes,Yes,Vracar,Stan,No,1.0,5,2,Good,165700
63.1,2017.0,Yes,No,Predgradje,Stan,Yes,0.0,2,3,Good,77100
97.4,1961.0,Yes,Yes,Centar,Stan,No,1.0,3,2,Fair,239900
75.1,1971.0,No,No,Zemun,Kuca,No,2.0,2,1,Poor,121300
44.0,,Yes,No,Predgradje,Studio,No,2.0,2,3,Good,49800
48.0,1950.0,No,Yes,Vracar,Stan,Yes,2.0,3,2,Good,132300
82.0,1952.0,No,No,Zemun,Studio,Yes,1.0,3,3,Fair,122300
91.0,1970.0,,No,Zemun,Stan,Yes,2.0,4,2,Good,171400
78.8,1962.0,Yes,No,Vracar,Stan,No,2.0,3,2,Good,198900
112.4,2010.0,No,Yes,Zemun,Kuca,No,3.0,3,3,Fair,220900
105.9,1962.0,Yes,No,Zemun,Kuca,No,0.0,1,2,Poor,149500
76.0,1982.0,No,Yes,Predgradje,Vila,Yes,0.0,3,2,Excellent,168100
44.0,1955.0,Yes,No,Centar,Stan,Yes,0.0,5,1,Poor,100600
32.3,1974.0,Yes,No,Novi Beograd,Kuca,No,2.0,2,2,Excellent,98500
55.3,1972.0,No,No,Predgradje,Kuca,No,1.0,2,2,Good,64100
83.8,1975.0,Yes,Yes,Periferia,Vila,No,1.0,5,1,Fair,168800
2.0,1953.0,No,No,Vracar,Stan,Yes,1.0,2,1,Fair,224200
75.4,,Yes,No,Zemun,Studio,No,2.0,2,2,Poor,91600
94.2,1974.0,No,Yes,Novi Beograd,Kuca,No,2.0,1,1,Fair,217500
58.9,1969.0,No,No,Centar,Stan,Yes,1.0,1,1,Fair,128800
80.6,1950.0,,No,Vracar,Stan,No,2.0,2,1,Good,198300
85.6,2017.0,No,No,Novi Beograd,Stan,Yes,0.0,3,3,Fair,178900
20.0,1972.0,No,No,Zemun,Kuca,Yes,1.0,3,1,Good,44500
54.7,,No,Yes,Centar,Studio,No,2.0,3,2,Good,133600
88.7,2011.0,No,Yes,Predgradje,Kuca,No,2.0,3,2,Fair,114900
71.9,1950.0,No,Yes,Predgradje,Kuca,No,1.0,2,1,,61700
35.1,2008.0,Yes,Yes,Zemun,Kuca,No,,4,1,Poor,77200
20.0,,No,No,Vracar,Stan,No,0.0,4,3,Poor,42800
55.9,1968.0,No,Yes,Novi Beograd,Stan,Yes,,2,2,Good,99800
63.2,1979.0,Yes,Yes,Periferia,Stan,Yes,,1,1,Fair,89300
42.9,1950.0,No,No,Zemun,Stan,No,1.0,2,2,Good,58300
68.6,1997.0,Yes,No,Centar,Stan,Yes,2.0,1,2,Good,201000
77.7,1968.0,Yes,No,Predgradje,Kuca,No,1.0,4,2,Good,104500
81.8,2001.0,Yes,No,Periferia,Stan,No,0.0,2,1,Good,116900
20.0,1971.0,Yes,No,Predgradje,Stan,Yes,0.0,3,1,Good,32200
32.1,1999.0,Yes,Yes,Zemun,Stan,No,2.0,1,2,Fair,50500
57.4,2015.0,No,No,Zemun,Stan,Yes,1.0,3,1,Fair,106800
79.3,1955.0,Yes,No,Vracar,Vila,Yes,1.0,1,1,Good,271900
77.2,2013.0,No,No,Predgradje,Studio,Yes,1.0,3,1,Fair,70900
76.8,1970.0,Yes,No,Periferia,Kuca,No,0.0,5,2,Good,127100
55.4,1968.0,No,No,Centar,Stan,No,0.0,2,1,Good,130800
56.8,1986.0,No,No,Centar,Studio,No,1.0,2,1,Good,107100
46.8,2012.0,Yes,Yes,Novi Beograd,Studio,No,,2,2,Good,103500
84.2,1978.0,No,No,Periferia,Studio,Yes,1.0,3,1,Good,107400
42.0,2009.0,No,No,Predgradje,Stan,No,1.0,2,1,Good,40800
86.3,1983.0,No,No,Centar,Kuca,No,3.0,4,2,Good,253100
70.2,1950.0,Yes,No,Zemun,Studio,Yes,2.0,2,1,Good,110700
63.9,1997.0,No,Yes,Novi Beograd,Kuca,Yes,1.0,1,2,Good,185000
48.6,1970.0,No,Yes,Predgradje,Kuca,No,1.0,3,1,Excellent,91200
31.1,,Yes,Yes,Periferia,Stan,No,1.0,1,1,Good,57500
48.8,1975.0,No,Yes,Periferia,Kuca,No,0.0,3,2,,96500
56.7,1985.0,Yes,No,Vracar,Stan,Yes,3.0,2,3,Good,155900
20.0,1972.0,Yes,Yes,Vracar,Kuca,No,1.0,4,1,Good,65700
60.1,1996.0,No,No,Novi Beograd,Stan,No,2.0,2,2,Poor,94300
88.1,1993.0,Yes,No,Centar,Stan,No,3.0,3,1,Excellent,263900
79.2,1969.0,Yes,No,Periferia,Stan,Yes,1.0,2,1,Poor,81500
52.6,1976.0,No,Yes,Periferia,Kuca,No,0.0,1,1,Good,83500
66.2,2010.0,Yes,No,Predgradje,Stan,No,1.0,3,3,Good,100800
51.1,1986.0,Yes,Yes,Predgradje,Kuca,No,1.0,2,1,Excellent,83200
68.7,2001.0,No,No,Zemun,Studio,No,2.0,2,1,Poor,85600
103.5,2011.0,Yes,No,Periferia,Stan,No,0.0,2,2,Good,148500
89.2,2015.0,Yes,No,Predgradje,Stan,Yes,1.0,2,1,Good,110100
78.0,1973.0,Yes,Yes,Periferia,Stan,No,2.0,3,1,,119800
52.7,1961.0,No,No,Novi Beograd,Studio,Yes,3.0,4,1,Poor,92200
83.7,1965.0,No,Yes,Vracar,Kuca,Yes,0.0,2,3,Good,231400
22.8,1985.0,No,Yes,Centar,Stan,No,2.0,4,1,Good,63600
58.7,1951.0,Yes,No,Predgradje,Stan,No,0.0,4,3,Fair,53600
79.6,2011.0,No,No,Zemun,Kuca,Yes,2.0,2,1,Good,176100
83.5,2013.0,No,Yes,Novi Beograd,Studio,No,0.0,2,1,,155000
81.7,1978.0,Yes,No,Zemun,Studio,No,3.0,2,3,Good,141800
72.4,2023.0,No,Yes,Zemun,Kuca,No,1.0,3,2,Excellent,188300
60.1,1980.0,No,Yes,Novi Beograd,Stan,Yes,1.0,2,1,Good,151200
78.4,1964.0,Yes,No,Centar,Stan,No,0.0,2,2,Excellent,241600
41.2,2004.0,Yes,Yes,Zemun,Stan,Yes,0.0,2,1,Excellent,91500
43.9,1982.0,Yes,Yes,Vracar,Stan,Yes,1.0,3,2,Fair,118900
66.5,2001.0,Yes,Yes,Periferia,Stan,No,2.0,1,2,Fair,83300
69.3,1969.0,No,Yes,Vracar,Stan,No,2.0,3,1,Good,182300
20.0,2022.0,No,Yes,Periferia,Stan,Yes,2.0,4,3,Good,55700
76.4,1987.0,Yes,No,Zemun,Vila,No,,3,1,Good,232200
84.3,1952.0,No,No,Zemun,Kuca,Yes,3.0,2,1,Good,158900
63.1,2003.0,No,No,Periferia,Studio,Yes,2.0,1,1,Good,81900
124.4,2015.0,Yes,No,Vracar,Kuca,No,0.0,2,3,Good,342200
47.9,1967.0,No,No,Centar,Stan,No,2.0,5,1,Fair,108600
56.0,1956.0,No,No,Centar,Kuca,No,0.0,4,2,Excellent,200500
55.1,,Yes,No,Periferia,Stan,No,3.0,3,3,Fair,76400
63.1,2009.0,Yes,Yes,Zemun,Kuca,No,1.0,1,2,Excellent,180000
56.8,,Yes,Yes,Zemun,Stan,No,0.0,3,2,Fair,91400
29.8,1988.0,Yes,No,Novi Beograd,Vila,Yes,0.0,4,1,Excellent,109100
51.3,1961.0,Yes,Yes,Centar,Stan,Yes,,4,2,Poor,104000
62.6,2002.0,Yes,No,Centar,Stan,No,0.0,3,1,Fair,151800
95.7,2013.0,No,No,Novi Beograd,Vila,No,3.0,3,3,Poor,253900
120.1,1953.0,,Yes,Zemun,Stan,No,0.0,3,1,Good,208400
98.4,1954.0,Yes,No,Novi Beograd,Kuca,Yes,0.0,4,1,Excellent,301000
45.6,1965.0,Yes,Yes,Vracar,Kuca,No,0.0,3,1,Good,130200
47.6,1976.0,No,No,Predgradje,Studio,No,0.0,2,1,Excellent,50900
61.0,1953.0,No,No,Novi Beograd,Vila,No,1.0,3,1,Good,209000
109.6,2021.0,Yes,No,Vracar,Vila,No,1.0,4,2,Good,395500
60.9,1997.0,Yes,Yes,Periferia,Stan,Yes,0.0,3,3,Excellent,106600
31.8,1957.0,No,Yes,Novi Beograd,Studio,Yes,0.0,3,2,Fair,58600
52.5,1995.0,Yes,No,Zemun,Kuca,Yes,0.0,3,1,Good,115500
83.9,1993.0,Yes,No,Periferia,Kuca,No,2.0,3,1,Excellent,172400
82.2,2016.0,Yes,Yes,Predgradje,Stan,No,1.0,1,2,Excellent,119400
60.0,2001.0,Yes,Yes,Centar,Kuca,No,0.0,3,1,Excellent,220700
82.1,1983.0,Yes,Yes,Predgradje,Vila,No,0.0,2,2,Excellent,164200
20.0,2011.0,Yes,No,Vracar,Vila,No,,4,1,Fair,55400
67.6,1970.0,No,No,Novi Beograd,Stan,No,0.0,5,3,Excellent,179100
86.5,1973.0,No,Yes,Vracar,Stan,No,1.0,2,1,Good,215700
44.2,1993.0,No,Yes,Predgradje,Stan,Yes,3.0,5,1,,82300
44.1,1990.0,Yes,No,Vracar,Studio,No,0.0,2,2,Good,78500
20.0,1978.0,Yes,No,Novi Beograd,Kuca,Yes,0.0,3,1,Good,52600
104.7,1955.0,No,No,Zemun,Stan,No,0.0,1,2,Good,179600
47.0,2005.0,No,No,Novi Beograd,Stan,No,1.0,1,1,Fair,98000
71.0,1963.0,Yes,Yes,Centar,Stan,Yes,0.0,4,2,Poor,146200
80.1,,Yes,No,Centar,Stan,Yes,1.0,4,1,Excellent,230900
102.8,2001.0,Yes,No,Centar,Vila,Yes,2.0,3,2,Excellent,473100
61.2,1950.0,Yes,No,Centar,Kuca,No,0.0,2,3,Fair,154600
51.5,1961.0,Yes,No,Centar,Stan,Yes,1.0,2,3,Good,130600
69.3,1973.0,No,No,Zemun,Kuca,No,2.0,4,2,Good,147200
97.1,1986.0,Yes,No,Centar,Stan,No,0.0,2,2,Good,243200
60.7,2019.0,,No,Novi Beograd,Vila,No,0.0,2,2,Fair,179300
41.1,1952.0,No,Yes,Periferia,Stan,Yes,1.0,3,1,Excellent,79100
26.5,1976.0,Yes,No,Vracar,Stan,No,0.0,4,2,Good,75100
34.5,2002.0,No,No,Zemun,Stan,No,2.0,1,1,Good,65000
86.6,1966.0,No,No,Centar,Kuca,No,0.0,4,1,Good,254000
57.0,1964.0,Yes,No,Centar,Kuca,No,1.0,3,2,Poor,130200
49.8,1988.0,Yes,No,Centar,Kuca,No,1.0,2,2,,160400
47.1,1953.0,No,Yes,Centar,Stan,Yes,0.0,3,1,Fair,116000
67.1,,,Yes,Novi Beograd,Stan,No,0.0,3,2,Fair,149800
59.0,1960.0,No,No,Centar,Stan,No,0.0,1,2,Good,148200
58.2,1961.0,No,No,Centar,Kuca,No,2.0,3,2,Excellent,191500
98.7,1981.0,Yes,Yes,Centar,Stan,Yes,1.0,3,2,Good,274000
103.5,1976.0,No,No,Vracar,Kuca,Yes,0.0,2,1,Fair,258800
24.7,1993.0,Yes,No,Novi Beograd,Studio,No,1.0,2,3,Good,59400
73.2,1992.0,No,No,Novi Beograd,Studio,Yes,1.0,1,1,Excellent,155000
45.6,1998.0,No,No,Vracar,Stan,No,3.0,2,3,Good,125100
58.8,2022.0,No,Yes,Zemun,Stan,Yes,1.0,2,3,Excellent,152100
72.7,1992.0,No,No,Centar,Stan,No,,3,2,Good,178700
59.7,1952.0,No,No,Periferia,Kuca,No,1.0,1,2,Good,93600
70.8,1978.0,No,Yes,Zemun,Studio,No,2.0,2,1,Fair,106900
81.8,1984.0,No,No,Centar,Stan,No,0.0,2,3,Fair,185600
72.4,1997.0,Yes,Yes,Periferia,Stan,Yes,0.0,3,2,Good,111500
48.8,2023.0,No,No,Predgradje,Studio,Yes,2.0,3,1,Good,43900
49.3,,Yes,No,Centar,Studio,No,2.0,1,1,Excellent,131300
29.0,1973.0,Yes,No,Novi Beograd,Stan,No,0.0,5,2,Excellent,86200
43.7,1969.0,Yes,No,Periferia,Kuca,No,1.0,3,2,Fair,58200
114.1,1964.0,Yes,No,Zemun,Stan,Yes,1.0,3,3,Fair,192400
45.2,1967.0,No,No,Centar,Stan,No,0.0,2,2,Good,106300
35.2,2009.0,Yes,Yes,Novi Beograd,Vila,Yes,0.0,2,1,Fair,113000
73.0,1990.0,No,Yes,Novi Beograd,Studio,No,0.0,5,1,,127700
62.2,2018.0,Yes,Yes,Vracar,Studio,No,1.0,1,2,Excellent,166800
60.1,1960.0,Yes,No,Zemun,Stan,No,0.0,3,2,Excellent,129900
100.2,2005.0,Yes,No,Novi Beograd,Studio,No,0.0,3,1,Good,183100
78.7,1967.0,No,No,Vracar,Stan,Yes,2.0,4,2,Excellent,239000
51.8,1961.0,,No,Zemun,Stan,No,0.0,2,2,Good,95600
54.4,1965.0,No,Yes,Centar,Kuca,Yes,1.0,3,2,Fair,150500
52.4,1976.0,Yes,No,Novi Beograd,Stan,No,2.0,3,2,Good,130500
86.9,1966.0,No,Yes,Zemun,Studio,No,0.0,1,2,Good,145400
57.3,1980.0,,No,Periferia,Kuca,Yes,,1,1,Good,84300
20.2,1984.0,No,Yes,Vracar,Stan,No,1.0,2,3,Fair,41100
63.8,1976.0,Yes,Yes,Vracar,Stan,No,1.0,1,1,Good,137200
26.6,1981.0,Yes,No,Centar,Stan,No,,1,2,Good,63900
119.6,1966.0,Yes,Yes,Vracar,Stan,No,1.0,3,1,Excellent,340000
40.9,1960.0,Yes,Yes,Vracar,Kuca,No,2.0,3,2,Good,106900
61.0,1950.0,No,No,Novi Beograd,Studio,No,0.0,5,3,Good,104700
71.5,1998.0,No,Yes,Novi Beograd,Stan,No,2.0,2,1,Good,170500
57.8,1990.0,No,Yes,Novi Beograd,Stan,No,0.0,2,3,Fair,120400
57.7,1969.0,No,Yes,Centar,Kuca,Yes,1.0,4,1,Good,171400
75.5,2020.0,No,No,Novi Beograd,Studio,Yes,0.0,4,1,Excellent,186700
103.2,1986.0,No,No,Novi Beograd,Stan,Yes,1.0,3,3,Good,220400
84.2,1965.0,No,Yes,Novi Beograd,Stan,Yes,2.0,2,2,Excellent,232400
102.0,1988.0,Yes,No,Centar,Kuca,Yes,0.0,4,1,Fair,272800
38.8,1994.0,Yes,No,Periferia,Stan,No,0.0,2,3,Poor,44500
72.9,2013.0,No,No,Zemun,Stan,Yes,1.0,1,2,Excellent,168200
68.9,1996.0,No,No,Zemun,Kuca,No,0.0,3,1,Excellent,182000
73.8,1972.0,No,Yes,Periferia,Kuca,No,2.0,3,3,Excellent,152900
99.4,1981.0,No,No,Vracar,Kuca,No,2.0,2,1,Good,278800
59.5,1998.0,Yes,No,Centar,Kuca,No,2.0,3,1,Excellent,208400
54.9,1968.0,Yes,No,Vracar,Kuca,Yes,1.0,3,2,Excellent,182600
78.3,2016.0,No,Yes,Zemun,Stan,No,1.0,4,2,Excellent,175900
20.5,1988.0,Yes,Yes,Zemun,Stan,No,0.0,2,2,Good,34000
59.1,2009.0,Yes,No,Vracar,Stan,No,1.0,1,2,Good,152300
61.6,1960.0,No,No,Centar,Stan,Yes,1.0,3,3,Excellent,175000
42.0,1998.0,Yes,Yes,Novi Beograd,Kuca,No,3.0,4,1,Good,118300
91.4,1964.0,No,Yes,Novi Beograd,Studio,No,3.0,2,3,Good,172900
38.4,2010.0,No,No,Zemun,Vila,No,2.0,2,1,Good,108900
61.6,1992.0,Yes,Yes,Zemun,Kuca,Yes,1.0,2,1,Good,132100
72.3,1964.0,Yes,No,Novi Beograd,Stan,No,1.0,1,2,Good,150300
98.8,2022.0,Yes,No,Predgradje,Stan,No,2.0,4,2,Poor,110600
64.7,1954.0,No,No,Zemun,Studio,No,1.0,1,1,Excellent,111200
88.4,1978.0,No,Yes,Novi Beograd,Kuca,No,1.0,3,2,Good,219600
82.5,2011.0,Yes,Yes,Centar,Kuca,Yes,0.0,2,2,Good,256000
68.1,2009.0,No,No,Centar,Studio,Yes,2.0,2,1,Fair,142600
37.8,2018.0,Yes,No,Novi Beograd,Kuca,Yes,1.0,4,3,Poor,103400
29.1,1971.0,,No,Centar,Studio,Yes,1.0,3,2,Fair,62000
67.7,1962.0,Yes,No,Centar,Stan,Yes,2.0,3,2,Good,183700
51.4,1999.0,Yes,No,Novi Beograd,Kuca,Yes,1.0,3,2,Poor,98400
88.0,,,No,Centar,Studio,Yes,1.0,2,1,Excellent,226700
83.6,1978.0,Yes,No,Periferia,Stan,No,1.0,3,3,Fair,102700
60.4,1966.0,Yes,Yes,Centar,Kuca,No,1.0,2,1,,151500
